Número de registros;disponibilidad_365;id_huesped;huesped_nombre;id;ultima_review;latitude;longitude;noches_minimas;descripción;barrio;zona;precio_noche;tipo_habitación
1;305;131820717;Diana Marcela;34090908;11/05/2019;40,41002;-3,69953;1;Habitación para pareja Lavapiés Centro Cama doble;Embajadores;Centro;30;Habitación privada
1;305;131820717;Diana Marcela;19976283;10/05/2019;40,40825;-3,69819;1;Private Room Double Bed Lavapiés Center;Embajadores;Centro;30;Habitación privada
1;329;131820717;Diana Marcela;32588270;10/05/2019;40,40989;-3,69941;1;Private single room CENTRO DE MADRID;Embajadores;Centro;30;Habitación privada
1;330;131820717;Diana Marcela;33864910;;40,4098;-3,7013;1;Room Center Sol-Lavapiés for Couple double bed;Embajadores;Centro;30;Habitación privada
1;345;131820717;Diana Marcela;33791691;;40,41116;-3,70267;1;PRIVATE ROOM Centro Madrid Tirso-Sol;Embajadores;Centro;30;Habitación privada
1;0;34598812;Maroco;13818780;27/10/2018;40,42068;-3,69966;1;Hab. privada con cama doble y balcón (Gran Vía);Justicia;Centro;25;Habitación privada
1;0;34598812;Maroco;13818123;20/10/2018;40,42025;-3,69984;1;Habitación privada con 2 camas dobles en Gran Via;Justicia;Centro;30;Habitación privada
1;0;34598812;Maroco;13536899;19/04/2019;40,42041;-3,69827;1;Enorme hab. c/2 camas dobles y balcón en Gran Vía;Justicia;Centro;30;Habitación privada
1;1;34598812;Maroco;13536623;28/02/2019;40,42046;-3,69911;1;Room with double and single bed and balcony;Justicia;Centro;30;Habitación privada
1;1;34598812;Maroco;13536292;19/04/2019;40,42029;-3,69917;1;Private room with 2 single beds (Gran Via);Justicia;Centro;25;Habitación privada
1;1;34598812;Maroco;13818564;19/04/2019;40,42017;-3,70014;1;Hab. Privada con 2 camas singles en Gran Vía;Justicia;Centro;25;Habitación privada
1;1;34598812;Maroco;13535942;19/04/2019;40,42087;-3,69911;1;Hab. privada con cama doble y 2 singles (Gran Vía);Justicia;Centro;30;Habitación privada
1;242;14629836;Edu;6283743;07/05/2019;40,42274;-3,70815;1;Habitacion 3 Céntrica Luminosa;Universidad;Centro;31;Habitación privada
1;261;14629836;Edu;6637689;12/05/2019;40,42134;-3,70595;1;Habitación 5 Céntrica;Universidad;Centro;29;Habitación privada
1;274;14629836;Edu;6287069;07/05/2019;40,42265;-3,70623;1;Habitación 2 Céntrica  Luminosa;Universidad;Centro;33;Habitación privada
1;274;14629836;Edu;7689476;13/05/2019;40,42138;-3,70649;1;Habitación 8 Céntrica Luminosa;Universidad;Centro;33;Habitación privada
1;287;14629836;Edu;2862015;10/05/2019;40,4217;-3,7059;1;Habitación/Suite 1 Madrid Center;Universidad;Centro;39;Habitación privada
1;294;14629836;Edu;28997668;13/05/2019;40,42289;-3,70649;1;Habitación 0 con baño privado junto a gran vía;Universidad;Centro;35;Habitación privada
1;294;14629836;Edu;7393416;10/05/2019;40,42164;-3,70567;1;Habitación 4 Doble Céntrica;Universidad;Centro;30;Habitación privada
1;309;14629836;Edu;9537747;10/05/2019;40,42288;-3,70671;1;Habitación 7 Céntrica Muy Luminosa;Universidad;Centro;39;Habitación privada
1;316;14629836;Edu;6287397;12/05/2019;40,42285;-3,70759;1;Habitación 6 Exterior Madrid Centro;Universidad;Centro;38;Habitación privada
1;326;14629836;Edu;7497713;08/05/2019;40,42331;-3,70634;1;Habitación 9 Doble  Baño Privado;Universidad;Centro;39;Habitación privada
1;80;33633793;Nikita;30497205;20/04/2019;40,40855;-3,70747;2;Spacious Double  (Latina)Airport pick up available;Embajadores;Centro;31;Habitación privada
1;84;33633793;Nikita;32504872;21/04/2019;40,40709;-3,70298;2;Single Room  (Lavapies)Airport pick up available;Embajadores;Centro;25;Habitación privada
1;90;33633793;Nikita;33453771;28/04/2019;40,4088;-3,70145;2;Double room in Lavapies, Airport pickup possible;Embajadores;Centro;28;Habitación privada
1;99;33633793;Nikita;30497198;05/05/2019;40,40862;-3,70717;2;Double room  (LaLatina)Airport pick up available;Embajadores;Centro;28;Habitación privada
1;0;32472542;Parsa;27283864;24/02/2019;40,41892;-3,7098;1;*** Lovely Room in Heart of Madrid, Sol ***;Palacio;Centro;25;Habitación privada
1;71;32472542;Parsa;24688985;24/04/2019;40,41686;-3,70957;1;**Super Master Room in Heart of Madrid, Sol**;Palacio;Centro;44;Habitación privada
1;93;32472542;Parsa;24765210;04/04/2019;40,41818;-3,70997;1;** Queen Room with shower in Best part of Madrid**;Palacio;Centro;39;Habitación privada
1;148;32472542;Parsa;25417849;21/04/2019;40,41688;-3,71009;1;***Fantastic Room in Heart of Madrid, Sol***;Palacio;Centro;35;Habitación privada
1;154;32472542;Parsa;24765780;22/04/2019;40,41808;-3,71036;1;*** Relaxation Room in Heart of Madrid, Sol***;Palacio;Centro;38;Habitación privada
1;161;32472542;Parsa;24730867;25/04/2019;40,41806;-3,70863;1;*** King Room with shower, in Heart of Madrid***;Palacio;Centro;47;Habitación privada
1;165;32472542;Parsa;24700044;11/05/2019;40,41799;-3,70994;1;*** Wonedrful Room in Heart of Madrid, Sol***;Palacio;Centro;38;Habitación privada
1;173;32472542;Parsa;24979614;29/04/2019;40,41689;-3,70969;1;** Cute Bedroom in Heart of Madrid, Sol **;Palacio;Centro;32;Habitación privada
1;0;107663190;Gloria;19675635;26/08/2017;40,4261;-3,69737;1;Habitacion sencilla Alonso Martinez;Justicia;Centro;100;Habitación privada
1;0;107663190;Gloria;19675503;06/10/2018;40,42587;-3,69742;1;Habitacion Cuadruple Alonso Martinez;Justicia;Centro;200;Habitación privada
1;0;107663190;Gloria;19675298;13/10/2018;40,42636;-3,69525;1;Habitacion Triple, Alonso Martínez;Justicia;Centro;200;Habitación privada
1;0;107663190;Gloria;19675050;25/06/2018;40,42606;-3,6973;1;Habitacion doble, 2 camas Alonso Martinez;Justicia;Centro;200;Habitación privada
1;0;107663190;Gloria;19674783;21/06/2018;40,4262;-3,69557;1;Habitacion doble Alonso Martinez (privada);Justicia;Centro;200;Habitación privada
1;247;84213235;玲;27889660;;40,41327;-3,70036;2;Habitación Antelope Apartment 5 Madrid合租四人房间马德里市中心;Cortes;Centro;49;Habitación privada
1;266;84213235;玲;27889340;;40,41372;-3,69867;2;Habitación Antelope 5 Madrid Air Conditioning空调四人间;Cortes;Centro;39;Habitación privada
1;333;84213235;玲;27887598;26/12/2018;40,41262;-3,69846;2;Habitación Antelope 5 Madrid Air Conditioning空调双人间;Cortes;Centro;59;Habitación privada
1;342;84213235;玲;27053498;;40,41263;-3,69827;2;H5 Antelope Inn Madrid Downtown Quadruple Family;Cortes;Centro;88;Habitación privada
1;343;84213235;玲;27889125;;40,41238;-3,69829;2;H4 Antelope 5 Madrid Air Conditioning空调家庭房;Cortes;Centro;39;Habitación privada
1;0;8124160;Flavia;22985103;27/04/2019;40,41873;-3,69908;1;Gran habitación para 4 personas en calle Gran Via;Cortes;Centro;40;Habitación privada
1;0;8124160;Flavia;22985266;26/04/2019;40,41869;-3,69813;1;Gran habitación exterior para 3 pers en gran vía;Cortes;Centro;40;Habitación privada
1;1;8124160;Flavia;22984725;15/03/2019;40,41943;-3,69962;1;Hermosa Habitación triple en plena calle Gran Via;Cortes;Centro;40;Habitación privada
1;295;198579069;Axel Hotel Madrid - Adults Only;28244292;;40,41358;-3,70171;1;Axel Junior Suite with Breakfasts - 1 Pax;Cortes;Centro;999;Habitación privada
1;295;198579069;Axel Hotel Madrid - Adults Only;28243956;;40,41278;-3,701;1;Axel Junior Suite - 2 Pax;Embajadores;Centro;999;Habitación privada
1;295;198579069;Axel Hotel Madrid - Adults Only;28244214;;40,41206;-3,70036;1;Axel Junior Suite - 1 Pax;Embajadores;Centro;999;Habitación privada
1;295;198579069;Axel Hotel Madrid - Adults Only;28244081;;40,41265;-3,70028;1;Axel Junior Suite with Breakfasts - 2 Pax;Embajadores;Centro;999;Habitación privada
1;307;198579069;Axel Hotel Madrid - Adults Only;28244627;;40,41347;-3,70146;1;Axel Gold Deluxe with Breakfasts - 1 Pax;Embajadores;Centro;999;Habitación privada
1;307;198579069;Axel Hotel Madrid - Adults Only;28244399;;40,41292;-3,70123;1;Axel Gold Deluxe - 2 Pax;Embajadores;Centro;999;Habitación privada
1;307;198579069;Axel Hotel Madrid - Adults Only;28244565;;40,41261;-3,69974;1;Axel Gold Deluxe - 1 Pax;Embajadores;Centro;999;Habitación privada
1;307;198579069;Axel Hotel Madrid - Adults Only;28244501;;40,41268;-3,69971;1;Axel Gold Deluxe with Breakfasts - 2 Pax;Embajadores;Centro;999;Habitación privada
1;323;198579069;Axel Hotel Madrid - Adults Only;28243068;;40,41221;-3,70167;1;Axel City - 1 Pax;Embajadores;Centro;999;Habitación privada
1;323;198579069;Axel Hotel Madrid - Adults Only;28243613;;40,41349;-3,70166;1;Axel Premium - 2 Pax;Embajadores;Centro;999;Habitación privada
1;323;198579069;Axel Hotel Madrid - Adults Only;28243895;;40,41247;-3,70117;1;Axel Premium with Breakfasts - 1 Pax;Embajadores;Centro;999;Habitación privada
1;323;198579069;Axel Hotel Madrid - Adults Only;28243544;;40,41218;-3,70019;1;Axel City with Breakfasts - 1 Pax;Embajadores;Centro;999;Habitación privada
1;323;198579069;Axel Hotel Madrid - Adults Only;28243786;;40,41203;-3,70016;1;Axel Premium - 1 Pax;Embajadores;Centro;999;Habitación privada
1;323;198579069;Axel Hotel Madrid - Adults Only;28243710;;40,41274;-3,7001;1;Axel Premium with Breakfasts - 2 Pax;Embajadores;Centro;999;Habitación privada
1;323;198579069;Axel Hotel Madrid - Adults Only;28243305;;40,41238;-3,69986;1;Axel City with Breakfasts - 2 Pax;Embajadores;Centro;999;Habitación privada
1;323;198579069;Axel Hotel Madrid - Adults Only;28242849;21/04/2019;40,41203;-3,70148;1;Axel City - 2 Pax;Embajadores;Centro;999;Habitación privada
1;0;8124160;Flavia;14226362;01/01/2019;40,42061;-3,70021;1;Hab. VIP. 2 camas dobles y balcón sobre Gran Vía;Justicia;Centro;30;Habitación privada
1;0;8124160;Flavia;13534487;19/04/2019;40,42044;-3,69888;1;Habitación privada con 2 camas dobles en Gran Vía;Justicia;Centro;30;Habitación privada
1;0;8124160;Flavia;13534894;19/04/2019;40,42068;-3,70048;1;Hab. privada con cama doble y balcón (Gran Vía);Justicia;Centro;30;Habitación privada
1;1;8124160;Flavia;15015080;23/02/2019;40,42025;-3,69895;1;Hab. c/2 camas singles y balcón en plena Gran Vía;Justicia;Centro;30;Habitación privada
1;1;8124160;Flavia;14202089;02/09/2018;40,42064;-3,70057;1;Cama doble, y 2 singles sobre Gran Vía;Justicia;Centro;30;Habitación privada
1;1;8124160;Flavia;15016644;19/04/2019;40,42031;-3,69828;1;Hab. c/cama doble y single+balcón sobre Gran Vía;Justicia;Centro;30;Habitación privada
1;1;8124160;Flavia;13535203;29/11/2018;40,42075;-3,69971;1;Hab. Privada con 2 camas singles en Gran Vía;Justicia;Centro;30;Habitación privada
1;1;35575308;Mario;22337929;06/05/2019;40,42102;-3,69796;1;Room with double bed;Justicia;Centro;35;Habitación privada
1;1;35575308;Mario;22337605;06/05/2019;40,42117;-3,69866;1;Room with single bed;Justicia;Centro;25;Habitación privada
1;1;35575308;Mario;11251920;08/12/2018;40,42137;-3,69922;1;Bella Hab. con litera madrid centro;Justicia;Centro;25;Habitación privada
1;1;35575308;Mario;11248487;21/02/2019;40,42117;-3,70096;1;Habitación para 3 en Gran vía;Justicia;Centro;30;Habitación privada
1;1;35575308;Mario;11248646;18/04/2019;40,41992;-3,6987;1;Romántico cuarto Gran Vía p/4 pers.;Justicia;Centro;35;Habitación privada
1;1;35575308;Mario;11240529;29/04/2019;40,42144;-3,69896;1;Cuarto en Gran Vía. Piso 5 hab.;Justicia;Centro;30;Habitación privada
1;1;35575308;Mario;11251956;17/04/2019;40,42123;-3,70015;1;Litera para dos gran via;Justicia;Centro;25;Habitación privada
1;2;35575308;Mario;28915349;27/04/2019;40,42056;-3,69872;1;ENORME HAB P/5 PERSONAS EN ATICO CON TERRAZAS A GV;Justicia;Centro;50;Habitación privada
1;2;35575308;Mario;28043670;04/05/2019;40,42036;-3,70021;1;INCREIBLE SUITE EN ATICO CON TERRAZAS A GRAN VIA;Justicia;Centro;40;Habitación privada
1;2;35575308;Mario;22337052;02/05/2019;40,42155;-3,69735;1;Double bed & trundle bed (private bathroom);Justicia;Centro;35;Habitación privada
1;3;35575308;Mario;28936623;25/03/2019;40,42079;-3,6997;1;ATICO CON TERRAZAS- HAB PRIVADA PARA 2 PERS;Justicia;Centro;40;Habitación privada
1;3;35575308;Mario;28866819;04/05/2019;40,42044;-3,69881;1;SUITE CON BAÑO PRIVADO Y TERRAZAS A GRAN VIA;Justicia;Centro;50;Habitación privada
1;3;35575308;Mario;28912936;25/03/2019;40,42084;-3,69902;1;GRAN SUITE P/4 PERS- ATICO CON TERRAZAS A GRAN VIA;Justicia;Centro;50;Habitación privada
1;3;35575308;Mario;28935790;02/05/2019;40,421;-3,70017;1;HAB PRIV EN INCREIBLE ATICO CON TERRAZAS GRAN VIA;Justicia;Centro;40;Habitación privada
1;4;35575308;Mario;22335995;03/05/2019;40,4212;-3,69729;1;Room with double and single bed - Chueca, Madrid;Justicia;Centro;35;Habitación privada
1;190;11233926;Gabriel;19646494;03/05/2019;40,42378;-3,70172;1;Habitación individual Centro Malasaña;Universidad;Centro;30;Habitación privada
1;194;11233926;Gabriel;19581269;13/05/2019;40,42392;-3,70191;1;Habitación principal ático Malasaña;Universidad;Centro;50;Habitación privada
1;231;11233926;Gabriel;19646267;05/05/2019;40,42575;-3,70167;1;Habitación doble Centro Malasaña;Universidad;Centro;50;Habitación privada
1;355;11233926;Gabriel;27889202;;40,42522;-3,70143;1;Double room Malasaña;Universidad;Centro;50;Habitación privada
1;0;189058637;Ariel;25067868;07/08/2018;40,41254;-3,70688;3;Nice Room for 1 in Sol;Embajadores;Centro;20;Habitación privada
1;0;189058637;Ariel;26672190;22/07/2018;40,41235;-3,7058;3;Crash Pad Madrid Center 4 Adventure Travelers;Embajadores;Centro;19;Habitación privada
1;0;189058637;Ariel;25388585;20/08/2018;40,41231;-3,70576;3;Simple Cozy Room for 1 Next to Sol and La Latina;Embajadores;Centro;20;Habitación privada
1;0;189058637;Ariel;25377610;16/08/2018;40,41292;-3,70677;3;Room with Balcony Window Between Sol & La Latina;Embajadores;Centro;20;Habitación privada
1;0;189058637;Ariel;25373795;06/08/2018;40,4129;-3,70696;3;Simple, Comfortable Room for 2 in Sol & La Latina;Embajadores;Centro;20;Habitación privada
1;0;189058637;Ariel;25393356;24/08/2018;40,41251;-3,70759;3;Nice Room for 2 - 5 Minutes to Sol and La Latina;Embajadores;Centro;20;Habitación privada
1;0;189058637;Ariel;25389149;15/08/2018;40,41316;-3,70568;3;Nice simple room for 2 Next to Sol and La Latina;Embajadores;Centro;20;Habitación privada
1;0;189058637;Ariel;25069074;28/08/2018;40,41273;-3,70542;3;Simple & Cozy room for 1 Near Sol and La Latina;Embajadores;Centro;20;Habitación privada
1;0;189058637;Ariel;25068425;29/08/2018;40,41371;-3,70611;3;Enjoy Spain’s Capital - Private room for 2 in SOL!;Embajadores;Centro;20;Habitación privada
1;0;189058637;Ariel;25371389;23/08/2018;40,41314;-3,70676;3;Nice room in historic building - Madrid center;Embajadores;Centro;20;Habitación privada
1;0;189058637;Ariel;25377870;24/08/2018;40,41321;-3,70567;3;Sunny Balcony Window Next to Plaza Mayor and Sol;Embajadores;Centro;20;Habitación privada
1;0;189058637;Ariel;25394047;19/08/2018;40,41246;-3,70688;3;Nice, Simple, Clean and Cozy Room for 2 in Sol;Embajadores;Centro;20;Habitación privada
1;0;189058637;Ariel;25370004;29/08/2018;40,41271;-3,70566;3;Room for 2 in the Quaint Streets of Madrid;Embajadores;Centro;20;Habitación privada
1;0;189058637;Ariel;25387104;20/08/2018;40,41326;-3,70678;3;Cozy Simple Room for 1 Next to Sol and La Latina;Embajadores;Centro;20;Habitación privada
1;0;189058637;Ariel;25391883;28/08/2018;40,41284;-3,7054;3;Cozy Room for 2 Next to Sol and La Latina;Embajadores;Centro;20;Habitación privada
1;0;189058637;Ariel;25373452;27/08/2018;40,41298;-3,70597;3;Explore the Heart of Madrid - 5 minutes to Sol;Embajadores;Centro;20;Habitación privada
1;0;189058637;Ariel;26672046;29/08/2018;40,41307;-3,70752;3;Private Balcony in La Latina 5 Minutes to Sol;Palacio;Centro;19;Habitación privada
1;362;4735460;Guadalupe Y Carmen;2971971;27/05/2018;40,41433;-3,70245;1;Acogedor y divertido;Cortes;Centro;169;Habitación privada
1;0;199036370;Elena;26518130;;40,42308;-3,71044;2;Habitación para 2 muy luminosa, centro de Madrid;Palacio;Centro;40;Habitación privada
1;0;199036370;Elena;26709993;;40,4219;-3,70904;2;2 habitaciones dobles en el centro de Madrid;Palacio;Centro;80;Habitación privada
1;0;199036370;Elena;26751136;14/07/2018;40,42116;-3,70912;2;Habitación centro de Madrid (Plaza de España);Palacio;Centro;35;Habitación privada
1;0;199036370;Elena;26518792;08/07/2018;40,42197;-3,70977;2;Habitacion muy amplia centro de Madrid;Palacio;Centro;40;Habitación privada
1;0;199036370;Elena;26639503;15/07/2018;40,42131;-3,70906;2;Habitacionluminosa,sofa  y cama de 2. Piso calmado;Palacio;Centro;40;Habitación privada
1;0;199036370;Elena;26751702;24/07/2018;40,42242;-3,71018;2;Habitación cama doble Plaza de España;Palacio;Centro;40;Habitación privada
1;0;199036370;Elena;26483404;31/07/2018;40,42168;-3,70983;2;Habitación muy luminosa con cama grande;Palacio;Centro;40;Habitación privada
1;0;199036370;Elena;26638818;16/08/2018;40,42146;-3,71078;2;Habitacion con aire acondicionado y sofa;Palacio;Centro;40;Habitación privada
1;0;199036370;Elena;26711300;30/08/2018;40,42121;-3,7093;2;Habitacion cama grande centro de Madrid;Palacio;Centro;40;Habitación privada
1;0;199036370;Elena;26750759;05/08/2018;40,42187;-3,71017;2;2 habitaciones,una individual y otra de matrimonio;Palacio;Centro;60;Habitación privada
1;0;199036370;Elena;26640076;15/07/2018;40,42119;-3,71012;2;Dos habitaciones cama de matrimonio las dos;Palacio;Centro;80;Habitación privada
1;0;199036370;Elena;26468102;07/08/2018;40,42288;-3,71065;2;Confortable, amplio y cercano;Palacio;Centro;35;Habitación privada
1;0;199036370;Elena;26563934;15/07/2018;40,42122;-3,711;2;Habitación para 2 con cama de matrimonio y sofá;Palacio;Centro;40;Habitación privada
1;0;199036370;Elena;26639785;15/07/2018;40,42259;-3,71039;2;Habitacion 2 personas amplia, cama grande y sofa;Palacio;Centro;40;Habitación privada
1;0;199036370;Elena;26495089;02/08/2018;40,42146;-3,71046;2;Amplia habitación con sofá y cama de matrimonio;Palacio;Centro;40;Habitación privada
1;0;199036370;Elena;27005230;20/08/2018;40,42249;-3,71056;3;Habitacion economica cama grande centro Madrid;Palacio;Centro;35;Habitación privada
1;321;106947145;Ling;26591409;;40,41495;-3,69807;1;Antelope Hostal 羚羊公寓太阳广场 Atocha Anton Martin马德里欢迎你;Cortes;Centro;398;Habitación privada
1;345;106947145;Ling;26635657;11/07/2018;40,4137;-3,6984;1;H5 羚羊公寓5⃣️市中心有空调带独立淋浴的四人房间有洗手池大窗户非常宽敞;Cortes;Centro;45;Habitación privada
1;325;228346573;Federico;30430728;14/04/2019;40,40804;-3,69345;1;HABITACION INDIVIDUAL CON BAÑO COMPARTIDO (Nº3);Embajadores;Centro;25;Habitación privada
1;332;228346573;Federico;30431555;03/01/2019;40,40811;-3,69328;1;HABITACIÓN DOBLE CON BAÑO COMPARTIDO (Nº5);Embajadores;Centro;35;Habitación privada
1;338;228346573;Federico;30433776;31/12/2018;40,40791;-3,69337;1;HABITACION DOBLE CON DUCHA PRIVADA (Nº17);Embajadores;Centro;45;Habitación privada
1;339;228346573;Federico;30434479;03/05/2019;40,40742;-3,69334;1;HABITACION DOBLE CON BAÑO COMPARTIDO (Nº7);Embajadores;Centro;35;Habitación privada
1;341;228346573;Federico;30434101;;40,40782;-3,69507;1;HABITACION DOBLE CON BAÑO PRIVADO (Nº19);Embajadores;Centro;50;Habitación privada
1;342;228346573;Federico;30433502;;40,40799;-3,69391;1;HABITACION DOBLE CON BAÑO PRIVADO (Nº15);Embajadores;Centro;50;Habitación privada
1;344;228346573;Federico;30411802;24/03/2019;40,40789;-3,69339;1;HABITACIÓN TRIPLE CON BAÑO PRIVADO (Nº1);Embajadores;Centro;60;Habitación privada
1;345;228346573;Federico;30434311;02/05/2019;40,40767;-3,69552;1;HABITACION DOBLE CON BAÑO COMPARTIDO (Nº6);Embajadores;Centro;35;Habitación privada
1;346;228346573;Federico;30433613;20/04/2019;40,40764;-3,69409;1;HABITACION DOBLE CON DUCHA PRIVADA (Nº16);Embajadores;Centro;40;Habitación privada
1;347;228346573;Federico;30431911;10/12/2018;40,4074;-3,69541;1;HABITACION DOBLE CON BAÑO COMPARTIDO (Nº9);Embajadores;Centro;35;Habitación privada
1;347;228346573;Federico;30430418;05/04/2019;40,40758;-3,69549;1;HABITACION DOBLE CON BAÑO PRIVADO (Nº2);Embajadores;Centro;50;Habitación privada
1;348;228346573;Federico;30433926;22/12/2018;40,40735;-3,69394;1;HABITACION DOBLE CON BAÑO PRIVADO (Nº18);Embajadores;Centro;50;Habitación privada
1;350;228346573;Federico;30432040;06/04/2019;40,408;-3,69526;1;HABITACIÓN DOBLE CON BAÑO COMPARTIDO (Nº10);Embajadores;Centro;35;Habitación privada
1;351;228346573;Federico;30433285;;40,40748;-3,69513;1;HABITACIÓN TRIPLE CON BAÑO PRIVADO (Nº14);Embajadores;Centro;75;Habitación privada
1;351;228346573;Federico;30431458;;40,40788;-3,69362;1;HABITACIÓN TRIPLE CON BAÑO PRIVADO (Nº4);Embajadores;Centro;75;Habitación privada
1;352;228346573;Federico;30431749;;40,40771;-3,6955;1;HABITACION DOBLE CON BAÑO COMPARTIDO (Nº8);Embajadores;Centro;35;Habitación privada
1;354;228346573;Federico;30432876;03/05/2019;40,40755;-3,69348;1;HABITACIÓN DOBLE CON BAÑO COMPARTIDO (Nº11);Embajadores;Centro;35;Habitación privada
1;356;228346573;Federico;30432963;27/03/2019;40,40741;-3,69517;1;HABITACIÓN DOBLE CON BAÑO COMPARTIDO (Nº12);Embajadores;Centro;35;Habitación privada
1;357;228346573;Federico;30433161;08/04/2019;40,40739;-3,69379;1;HABITACION DOBLE CON BAÑO COMPARTIDO (Nº13);Embajadores;Centro;35;Habitación privada
1;134;133946916;David;27182637;11/03/2019;40,4276;-3,70215;1;Room Plaza dos de Mayo, Malasaña/Fuencarral;Universidad;Centro;28;Habitación privada
1;134;133946916;David;27180696;26/04/2019;40,4259;-3,70374;1;Room Plaza dos de Mayo, Malasaña/Fuencarral;Universidad;Centro;28;Habitación privada
1;316;133946916;David;27182718;26/04/2019;40,42764;-3,70415;1;Habitación con sofá privado y balcón, Noviciado.;Universidad;Centro;32;Habitación privada
1;335;133946916;David;33495724;;40,42624;-3,70688;1;Duplicado;Universidad;Centro;70;Habitación privada
1;335;133946916;David;21014388;22/04/2019;40,42551;-3,70856;1;HABITACION PAREJAS, CALLE DEL PEZ MALASAÑA, CENTRO;Universidad;Centro;32;Habitación privada
1;344;133946916;David;27182614;11/04/2019;40,42718;-3,70418;1;Room Plaza dos de Mayo, Malasaña/Fuencarral;Universidad;Centro;27;Habitación privada
1;352;133946916;David;33495375;;40,42594;-3,70682;1;Duplicado;Universidad;Centro;70;Habitación privada
1;354;133946916;David;33495562;;40,42454;-3,70757;1;Duplicado;Universidad;Centro;60;Habitación privada
1;354;133946916;David;32459832;28/04/2019;40,42472;-3,70794;1;HABITACION AZUL, CALLE DEL PEZ;Universidad;Centro;80;Habitación privada
1;354;133946916;David;27182628;11/03/2019;40,42776;-3,70284;1;Room Plaza dos de Mayo, Malasaña/Fuencarral;Universidad;Centro;28;Habitación privada
1;359;133946916;David;27182619;17/03/2019;40,42561;-3,70364;1;Room Plaza dos de Mayo, Malasaña/Fuencarral;Universidad;Centro;28;Habitación privada
1;120;106947145;Ling;26938036;12/09/2018;40,41357;-3,6985;2;H6 Antelope Hostal Madrid City Center Double Room;Cortes;Centro;39;Habitación privada
1;154;106947145;Ling;26615927;;40,41328;-3,70081;2;H3 羚羊公寓5⃣️临街有小阳台的阳光充足的空调双人房有独立大衣柜洗手池;Cortes;Centro;39;Habitación privada
1;340;106947145;Ling;26605247;14/07/2018;40,41363;-3,70036;2;H1 羚羊公寓5⃣️马德里市中心临街有阳台有洗手池的空调双人房;Cortes;Centro;39;Habitación privada
1;349;106947145;Ling;26833419;02/05/2019;40,41304;-3,69867;2;H2 Antílope HOSTAL  centro de habitación doble;Cortes;Centro;35;Habitación privada
1;213;156842922;Georgian;27824487;08/01/2019;40,42183;-3,70232;2;Habitacion matrimonial con baño privado y desayuno;Universidad;Centro;65;Habitación privada
1;222;156842922;Georgian;27972908;;40,42024;-3,70224;2;Habitacion matrimonial con baño privado y desayuno;Universidad;Centro;65;Habitación privada
1;237;156842922;Georgian;27973161;;40,42168;-3,70143;2;Habitacion con 2 camas con baño privado y desayuno;Universidad;Centro;65;Habitación privada
1;240;156842922;Georgian;27973602;;40,42165;-3,7026;2;Habitacion Triple con baño privado y desayuno;Universidad;Centro;50;Habitación privada
1;247;156842922;Georgian;27824327;;40,42163;-3,70222;2;Habitacion matrimonial con baño privado y desayuno;Universidad;Centro;65;Habitación privada
1;258;156842922;Georgian;27722203;;40,42031;-3,70171;2;Habitacion matrimonial con baño privado y desayuno;Universidad;Centro;65;Habitación privada
1;266;156842922;Georgian;27973397;;40,42168;-3,7024;2;Habitacion individual con baño privado y desayuno;Universidad;Centro;50;Habitación privada
1;266;156842922;Georgian;27722588;;40,42187;-3,70171;2;Habitacion con 2 camas con baño privado y desayuno;Universidad;Centro;65;Habitación privada
1;274;156842922;Georgian;27766746;;40,42139;-3,70176;2;Habitacion con 2 camas con baño privado y desayuno;Universidad;Centro;65;Habitación privada
1;275;156842922;Georgian;27973498;24/02/2019;40,42183;-3,70166;2;Habitacion individual con baño privado y desayuno;Universidad;Centro;50;Habitación privada
1;276;156842922;Georgian;27972569;;40,42132;-3,70311;2;Habitacion matrimonial con baño privado y desayuno;Universidad;Centro;65;Habitación privada
1;276;156842922;Georgian;27973298;;40,42116;-3,70143;2;Habitacion con 2 camas con baño privado y desayuno;Universidad;Centro;65;Habitación privada
1;295;156842922;Georgian;27973655;;40,42131;-3,70235;2;Habitacion individual con baño privado y desayuno;Universidad;Centro;50;Habitación privada
1;296;156842922;Georgian;27973997;;40,42053;-3,70244;2;Habitacion matrimonial con baño exterior ydesayuno;Universidad;Centro;60;Habitación privada
1;296;156842922;Georgian;27973710;21/10/2018;40,42172;-3,703;2;Habitacion individual con baño exterior ydesayuno;Universidad;Centro;45;Habitación privada
1;300;156842922;Georgian;27973533;;40,42033;-3,70235;2;Habitacion individual con baño privado y desayuno;Universidad;Centro;50;Habitación privada
1;307;156842922;Georgian;27973031;;40,42153;-3,70273;2;Habitacion individual con baño privado y desayuno;Universidad;Centro;50;Habitación privada
1;0;67712345;Ernesto;25183697;22/07/2018;40,41303;-3,70717;3;Private Room for Solo Traveler in Sol;Embajadores;Centro;20;Habitación privada
1;0;67712345;Ernesto;25152101;23/08/2018;40,41234;-3,70725;3;Room with 2 Balcony Windows 5 Minutes from Sol;Embajadores;Centro;20;Habitación privada
1;0;67712345;Ernesto;25185069;13/08/2018;40,41255;-3,70534;3;Summer Holiday in Madrid;Embajadores;Centro;20;Habitación privada
1;0;67712345;Ernesto;25184764;28/08/2018;40,41271;-3,70624;3;Perfect Room to Explore Madrid by Foot;Embajadores;Centro;20;Habitación privada
