Número de registros;disponibilidad_365;id_huesped;huesped_nombre;id;ultima_review;latitude;longitude;noches_minimas;descripción;barrio;zona;precio_noche;tipo_habitación
1;73;13660;Simon;6369;30/04/2019;40,45628;-3,67763;3;Rooftop terrace room with ensuite bathroom, Airc.;Hispanoamérica;Chamartín;70;Habitación privada
1;0;83531;Abdel;21853;15/07/2018;40,40341;-3,74084;4;Bright and airy room;Cármenes;Latina;17;Habitación privada
1;355;101471;Iraido;24805;03/07/2017;40,42202;-3,70395;5;Gran Via Studio Madrid;Universidad;Centro;60;Alojamiento completo
1;143;101653;Tenty;24836;05/05/2019;40,41995;-3,69764;3;"Select the Madrid more ""cool"".";Justicia;Centro;115;Alojamiento completo
1;342;114340;Agustina;26825;18/03/2019;40,38985;-3,69011;2;Single Room whith private Bathroom;Legazpi;Arganzuela;25;Habitación privada
1;303;130907;Dana;30320;30/04/2019;40,41552;-3,70346;5;Great Vacational Apartments;Sol;Centro;65;Alojamiento completo
1;323;130502;Patricia;30478;17/07/2015;40,40926;-3,70505;14;Nice little room @ La Latina;Embajadores;Centro;27;Habitación privada
1;0;132883;Angela;30959;30/05/2017;40,41111;-3,70269;3;Beautiful loft in Madrid Center;Embajadores;Centro;54;Alojamiento completo
1;0;175752;Sofia;40718;24/03/2019;40,41978;-3,6973;3;COZY APARTMENT CIBELES-GRAN VIA-PTA DEL SOL-CHUECA;Justicia;Centro;55;Alojamiento completo
1;340;130907;Dana;40916;16/04/2019;40,42096;-3,70428;3;Holiday Apartment Madrid Center;Universidad;Centro;90;Alojamiento completo
1;254;288380;Patricia;59923;09/05/2019;40,41971;-3,71256;1;Habitación para féminas en el centro de Madrid;Palacio;Centro;40;Habitación privada
1;359;303845;Arturo;62423;12/05/2019;40,4208;-3,69878;1;MAGIC ARTISTIC HOUSE IN THE CENTER OF MADRID;Justicia;Centro;45;Habitación privada
1;332;313365;Gina;64131;30/04/2019;40,48409;-3,72257;2;Habitación Metro Lacoma;Peñagrande;Fuencarral - El Pardo;20;Habitación privada
1;103;353616;Diana;70059;16/04/2019;40,42365;-3,70889;4;PLAZA ESPAÑA/Wifi/ downtown /parking. Cozy, Bright;Universidad;Centro;58;Alojamiento completo
1;327;353738;Raquel;70310;19/03/2019;40,42321;-3,70143;28;Cozy, Quiet & Sunny Apartment Heart of Malasaña;Universidad;Centro;67;Alojamiento completo
1;301;353738;Raquel;70315;01/06/2016;40,42138;-3,71101;28;Superbly located 2 bedrooms 2 balconies;Palacio;Centro;65;Alojamiento completo
1;290;353738;Raquel;70316;02/01/2019;40,42111;-3,7101;28;Superbly located Monthly rental Bills Incl.;Palacio;Centro;55;Alojamiento completo
1;168;364585;Vin;72150;09/05/2019;40,41119;-3,7047;2;Sunny attic duplex flat with terrace next to Sol;Embajadores;Centro;110;Alojamiento completo
1;200;378073;Alvaro;72955;24/02/2019;40,41139;-3,69408;3;Madrid Apartment Prado Museum;Cortes;Centro;80;Alojamiento completo
1;345;391014;Juan;74352;15/03/2019;40,41075;-3,70759;25;Cozy apartment in the coolest  neighbourhood;Embajadores;Centro;80;Alojamiento completo
1;160;401552;Mercedes;75609;08/05/2019;40,40743;-3,69719;3;Estudio Museo Dino;Embajadores;Centro;60;Alojamiento completo
1;346;368907;Miguel;76617;05/04/2019;40,42791;-3,70999;3;Plaza Comendadoras Lux;Universidad;Centro;102;Alojamiento completo
1;0;448981;Mercedes;82481;29/11/2017;40,42315;-3,68279;3;Retiro Park, Stay at cosy studio ;Recoletos;Salamanca;60;Alojamiento completo
1;216;259229;Felipe;84719;04/04/2019;40,40865;-3,70534;3;Cool Apart. (10min Center + WIFI);Embajadores;Centro;45;Alojamiento completo
1;153;364585;Vin;86042;01/05/2019;40,40894;-3,69766;2;Cozy attic flat with intimate rooftop terrace;Embajadores;Centro;100;Alojamiento completo
1;82;487095;Alicia Y Carlos;89954;12/05/2019;40,41218;-3,71369;2;Amazing apt in the historic center;Palacio;Centro;103;Alojamiento completo
1;329;495849;Raul;92920;25/11/2018;40,42422;-3,69538;2;Bedroom in Chueca Madrid;Justicia;Centro;50;Habitación privada
1;310;499977;Charo;93100;02/05/2019;40,42462;-3,70352;1;*** MALASAÑA B&B ***;Universidad;Centro;32;Habitación privada
1;336;510570;Laura / Ismael;96072;11/03/2019;40,45559;-3,69421;3;Room for rent in Madrid;Cuatro Caminos;Tetuán;25;Habitación privada
1;310;513331;Mark´S;96807;19/07/2018;40,38318;-3,65565;4;double room, bathroom;Palomeras Bajas;Puente de Vallecas;22;Habitación privada
1;0;527760;Diana;100411;24/06/2016;40,50116;-3,67119;2;Ático muy luminoso;Valverde;Fuencarral - El Pardo;60;Alojamiento completo
1;324;5795235;Elise;101507;08/04/2019;40,40858;-3,70301;3;NICE FLAT IN THE CENTER OF MADRID;Embajadores;Centro;65;Alojamiento completo
1;42;533936;Carlos Alberto;102040;;40,43331;-3,64355;3;Nice Single Room with wifi.;Pueblo Nuevo;Ciudad Lineal;20;Habitación privada
1;316;534128;Laura;102091;04/07/2017;40,43158;-3,70071;3;Family Apartment Two Bedrooms& Two Bathroom;Trafalgar;Chamberí;194;Alojamiento completo
1;318;534515;Guillermo;102194;10/04/2019;40,42153;-3,69923;2;CHIC APARTMENT CHUECA WiFi & AC;Justicia;Centro;95;Alojamiento completo
1;316;361930;Maria;103541;12/05/2019;40,43761;-3,69802;2;CENTRAL AND COMFORT APTO. W/PARKING;Almagro;Chamberí;75;Alojamiento completo
1;305;564773;Eva;109369;12/05/2019;40,48313;-3,71017;1;RENT ROOM FOR DAYS/ALQUILER HABITACION LUMINOSA;Pilar;Fuencarral - El Pardo;40;Habitación privada
1;214;361930;Maria;114854;26/02/2019;40,43825;-3,69388;2;NICE CENTRAL TOURISM-BUSINESS APTO;Rios Rosas;Chamberí;75;Alojamiento completo
1;28;557423;Yacob;117919;27/04/2019;40,40743;-3,69828;3;Huge, perfect location, AC...!!;Embajadores;Centro;57;Alojamiento completo
1;183;378073;Alvaro;119389;22/04/2019;40,40958;-3,71042;3;Madrid Apartment Latina;Palacio;Centro;90;Alojamiento completo
1;353;605612;Ulises;120293;05/05/2019;40,41112;-3,71025;1;ROOM IN THE CENTER -LA LATINA- WIFI;Palacio;Centro;33;Habitación privada
1;332;606925;Noelia;120762;19/07/2018;40,42381;-3,70571;1;SHINY ROOM in DOWNTOWN / MALASAÑA!!;Universidad;Centro;29;Habitación privada
1;58;605612;Ulises;123864;30/04/2019;40,4112;-3,70762;1;LOVELY STUDIO IN OLD TOWN-A/C-WIFI;Embajadores;Centro;43;Alojamiento completo
1;123;632589;Janasor;127819;17/04/2019;40,41466;-3,70162;2;140 m2 Architect flat center Madrid;Cortes;Centro;200;Alojamiento completo
1;346;650803;Jose Luis;132428;07/05/2019;40,41034;-3,69836;3;Habitacion en Anton Martin;Embajadores;Centro;30;Habitación privada
1;255;666482;Cinthia;136058;16/12/2018;40,35735;-3,69634;1;Calm, affordable room in Madrid.;Los Angeles;Villaverde;21;Habitación privada
1;90;723539;Eloisa;150123;05/05/2019;40,40672;-3,70116;2;LOFT ELOISA;Embajadores;Centro;80;Alojamiento completo
1;43;740087;Jesus&Sonia;154224;11/05/2019;40,41493;-3,70105;3;NICE FLAT SANTA ANA.45m2 WIFI (A);Cortes;Centro;69;Alojamiento completo
1;179;780107;Sonia;163429;17/03/2019;40,43628;-3,70526;90;Centrical loft in Madrid (Chamberi);Arapiles;Chamberí;65;Alojamiento completo
1;320;796746;Consuelo;167183;19/04/2019;40,45386;-3,64743;1;private house B & B. Arturo Soria (Metro);Piovera;Hortaleza;45;Habitación privada
1;120;814490;Rafael;170750;09/12/2018;40,42481;-3,70374;25;2-bedroom attic & rooftop terrace;Universidad;Centro;90;Alojamiento completo
1;164;584351;Pablo;172348;24/06/2018;40,44575;-3,63801;90;IFEMA POOL ARTURO SORIA;Salvador;San Blas - Canillejas;75;Alojamiento completo
1;246;845399;Daniel;176826;30/03/2019;40,4215;-3,70345;1;Se alquilan habitaciones;Universidad;Centro;60;Habitación privada
1;246;845399;Daniel;176827;17/02/2019;40,42342;-3,70487;1;Se alquilan habitaciones en Madrid;Universidad;Centro;60;Habitación privada
1;217;596469;Gabriel Avalos;177500;25/02/2019;40,42762;-3,70323;5;Fuencarral studio A;Universidad;Centro;98;Alojamiento completo
1;225;596469;Gabriel Avalos;177523;07/11/2017;40,42902;-3,70398;5;Fuencarral Studio A1;Universidad;Centro;98;Alojamiento completo
1;358;850654;Laila;177846;28/04/2019;40,42445;-3,70532;3;HABITACIÓN EN MALASAÑA, CON BALCÓN Y MUCHA LUZ;Universidad;Centro;23;Habitación privada
1;0;877571;Lidia;183309;29/08/2017;40,42397;-3,69463;1;CENTRAL REFURBISHED XIX CENTURY FLAT;Justicia;Centro;90;Alojamiento completo
1;0;877571;Lidia;183346;29/05/2016;40,42339;-3,69475;1;ROOM IN CENTRAL REFURBISH FLAT;Justicia;Centro;30;Habitación privada
1;0;877571;Lidia;183353;24/09/2016;40,42259;-3,69394;1;ROOM IN CENTRAL GENUINE CHARMINFLAT;Justicia;Centro;30;Habitación privada
1;0;877571;Lidia;183435;;40,42396;-3,69545;1;CENTRAL REFURBISHED GENUINE XIXFLAT;Justicia;Centro;89;Alojamiento completo
1;274;927343;Jose;191661;29/04/2019;40,41516;-3,70731;3;PLAZA MAYOR LOFT the genuine Madrid;Sol;Centro;70;Alojamiento completo
1;76;852616;Meyling;196197;06/05/2019;40,41088;-3,71098;3;Views of San Andres Baroque from a Central Madrid Apartment;Palacio;Centro;75;Alojamiento completo
1;229;749212;Henrietta;199201;05/05/2019;40,41392;-3,70356;3;Converted theatre, historic centre;Embajadores;Centro;75;Habitación privada
1;334;606925;Noelia;201033;07/04/2019;40,42384;-3,70686;1;Shiny Room in Malasaña II/Center;Universidad;Centro;40;Habitación privada
1;316;1004721;Alex;204570;22/02/2019;40,41476;-3,69531;7;Lovely 110m2 home - BEST LOCATION !;Cortes;Centro;140;Alojamiento completo
1;332;1008659;Nuria;205199;23/04/2019;40,42063;-3,70539;3;Tafari Gran Via;Universidad;Centro;85;Alojamiento completo
1;318;124972;Luisa;207275;07/02/2019;40,42973;-3,72118;7;Bedroom with views;Argüelles;Moncloa - Aravaca;30;Habitación privada
1;194;1031664;José;209373;31/01/2019;40,41273;-3,70324;25;Attic in the Heart of Madrid-WIFI;Embajadores;Centro;30;Habitación privada
1;238;669927;Diana;209780;02/05/2019;40,37987;-3,73215;2;The Mad B&B - Cool 3BD with Wifi;Puerta Bonita;Carabanchel;95;Alojamiento completo
1;277;1090760;Jon;211444;12/05/2019;40,45856;-3,64811;2;Relax in a Sunny and Luxuriously Appointed Apartment;Canillas;Hortaleza;55;Habitación privada
1;294;927343;Jose;214000;21/04/2019;40,42333;-3,69705;4;Immaculate WHITE LOFT, 2br CHUECA, 50mg fast WiFi;Justicia;Centro;95;Alojamiento completo
1;315;1732442;Anouk;217674;07/04/2019;40,41601;-3,70853;4;PENTH. PLAZA MAYOR ROOFTOP TERRACE;Sol;Centro;145;Alojamiento completo
1;339;499977;Charo;219303;05/05/2019;40,42348;-3,70336;1;*** Malasaña B&B exterior***;Universidad;Centro;32;Habitación privada
1;365;1168897;Carol;224571;12/09/2013;40,40916;-3,70799;365;RIGHT WHERE YOU  WANT TO BE+PC,WIFI;Embajadores;Centro;75;Alojamiento completo
1;313;1174648;Rebeca;225462;21/04/2019;40,41518;-3,6998;2;Bright silent room in the center;Cortes;Centro;30;Habitación privada
1;317;1172225;Eva;225489;28/03/2019;40,43423;-3,70703;4;Madrid city center. Room for 1 pers;Arapiles;Chamberí;25;Habitación privada
1;326;1130651;Sergio;229664;30/04/2019;40,40881;-3,70092;2;Beautiful cozy loft madrid center;Embajadores;Centro;55;Alojamiento completo
1;189;630482;Raquel;240128;07/07/2017;40,39376;-3,72483;5;CHEAP  ROOM ONLY GIRLS OR COUPLES;San Isidro;Carabanchel;25;Habitación privada
1;352;1732442;Anouk;256004;22/04/2019;40,41523;-3,7065;2;CASA ARCO CUCHILLEROS-BOTIN;Sol;Centro;75;Alojamiento completo
1;290;814490;Rafael;259249;04/01/2017;40,42586;-3,71049;15;2-bedroom flat right in the center.;Universidad;Centro;50;Alojamiento completo
1;283;1367452;Javier;260656;04/04/2019;40,40814;-3,70171;5;Quiet duplex apartment in Lavapiés;Embajadores;Centro;83;Alojamiento completo
1;320;1351865;Angela Y Jaime;260951;29/04/2019;40,47088;-3,62866;2;"Spectacular Loft ""A"" Ifema  Madrid";Valdefuentes;Hortaleza;137;Alojamiento completo
1;33;1373873;Al;261878;09/05/2019;40,42325;-3,70183;1;GREAT STUDIO! BEST REVIEWS! CENTRAL;Universidad;Centro;68;Alojamiento completo
1;252;1351865;Angela Y Jaime;263748;29/04/2019;40,47198;-3,62952;2;"LOFT ""C"" modern design loft IFEMA";Valdefuentes;Hortaleza;58;Alojamiento completo
1;335;1370007;Alvaro;264054;01/01/2019;40,4262;-3,70319;2;SINGULAR BUILDING, 5 FLOORS  250m2;Universidad;Centro;480;Alojamiento completo
1;289;1406073;Jose Antonio;268275;08/04/2019;40,41236;-3,70284;2;Madrid center with balconies;Embajadores;Centro;75;Alojamiento completo
1;192;596469;Gabriel Avalos;280733;19/04/2019;40,42419;-3,70835;5;Gran Via apartment I;Universidad;Centro;110;Alojamiento completo
1;344;1466005;Pe;281224;08/05/2019;40,41635;-3,70986;2;UNIQUE in Opera Royal Palace!!!;Palacio;Centro;65;Alojamiento completo
1;32;740087;Jesus&Sonia;282195;11/05/2019;40,41365;-3,70072;3;Winter Offer 40m2 Wifi. Centre O;Cortes;Centro;59;Alojamiento completo
1;36;740087;Jesus&Sonia;282196;02/04/2019;40,41454;-3,70121;3;COZY FLAT, SANTA ANA,40m2,WIFI (I);Cortes;Centro;59;Alojamiento completo
1;330;1473247;Marta;282715;29/04/2019;40,42688;-3,6852;2;Cozy and Luxury penthouse, Madrid;Recoletos;Salamanca;169;Alojamiento completo
1;64;1478367;Amalia;283862;12/04/2019;40,4179;-3,70819;1;HISTORICAL CENTER, SOL, DUPLEX;Sol;Centro;100;Alojamiento completo
1;0;1496188;Juanpe;287660;08/11/2014;40,42555;-3,71087;1;Beatiful downtown room with balcony;Universidad;Centro;30;Habitación privada
1;0;901218;Myrko;289555;08/10/2018;40,4176;-3,69808;4;Casa Museo del Prado-Private room.;Cortes;Centro;48;Habitación privada
1;105;1522694;Isdel Pablo;294520;02/05/2019;40,42283;-3,70064;2;rented room in the center of madrid;Justicia;Centro;60;Habitación privada
1;357;1522694;Isdel Pablo;294529;04/03/2019;40,42203;-3,69898;4;Centro de Madrid. Room 3;Justicia;Centro;43;Habitación privada
1;246;845399;Daniel;296111;29/04/2019;40,4215;-3,70536;1;Habitacion 1;Universidad;Centro;60;Habitación privada
1;246;845399;Daniel;296191;14/12/2012;40,42288;-3,7034;1;Room Callao Madrid center;Universidad;Centro;60;Habitación privada
1;190;4677030;Jaime;297017;03/01/2019;40,41472;-3,69533;3;Charming Prado Luxury;Cortes;Centro;110;Alojamiento completo
1;309;1596220;Paloma;310333;05/05/2019;40,40779;-3,69614;3;Central, cute & Art Apartment;Embajadores;Centro;80;Alojamiento completo
1;286;1598163;Soledad;310678;24/04/2019;40,42248;-3,70891;3;Precioso apartamento en Gran Via;Universidad;Centro;68;Alojamiento completo
1;276;1612541;Judith;313677;29/04/2019;40,43335;-3,70537;3;Supercentric Apartment Quevedo;Arapiles;Chamberí;65;Alojamiento completo
1;319;1095831;Rosalind  & Tino;315682;12/05/2019;40,42579;-3,70526;3;QUIET and SPACIOUS .  Heart of Malasaña.Madrid.;Universidad;Centro;155;Alojamiento completo
1;286;162701;Nacho;316711;05/10/2016;40,42027;-3,70755;15;OPERA, PALACIO REAL, CENTRO, SOL;Palacio;Centro;23;Habitación privada
1;336;1636378;Francisco Tomas;318826;15/04/2019;40,39382;-3,75871;6;Wonderful apartment. JUST REMODELED;Aluche;Latina;95;Alojamiento completo
1;295;1650712;Ximena;322548;03/03/2019;40,4112;-3,70741;2;Terrace La Latina;Embajadores;Centro;84;Alojamiento completo
1;45;740087;Jesus&Sonia;333974;12/05/2019;40,41433;-3,70123;3;Winter froml 34€per.Centric.Wifi E;Cortes;Centro;59;Alojamiento completo
1;297;1702905;Sió;334281;01/05/2019;40,41059;-3,7034;3;Heart of Madrid - 2 bedroom flat;Embajadores;Centro;75;Alojamiento completo
1;52;1716726;Jesús;336672;05/05/2019;40,39548;-3,69392;2;Great apartment ∞4 rooms∞ close to City Center;Delicias;Arganzuela;115;Alojamiento completo
1;300;1713273;Antonio;336795;13/04/2019;40,41393;-3,6979;2;Room in Madrid Center whit WIFI;Cortes;Centro;20;Habitación privada
1;189;1713427;Helena;336834;17/09/2018;40,42295;-3,69552;5;2 bedroom apartament in Chueca-Fuen;Justicia;Centro;63;Alojamiento completo
1;0;1713524;Oliver;336869;09/10/2018;40,41452;-3,70774;2;Direct to Plaza Mayor!;Sol;Centro;100;Habitación privada
1;128;1714541;Ignacio;337209;29/04/2019;40,4065;-3,67233;2;DISCOVER MADRID CENTRAL AREA WIFI;Pacífico;Retiro;26;Habitación privada
1;0;1714866;Francisco;337292;18/04/2017;40,44859;-3,67746;2;Principe de Vergara. Homey Room;Ciudad Jardín;Chamartín;35;Habitación privada
1;179;1722284;Cesar;339171;09/03/2019;40,41281;-3,6956;3;PRADO MUSEUM AIR & OnSiteParking (*);Cortes;Centro;81;Alojamiento completo
1;56;1721232;Juan Manuel;339751;12/05/2019;40,40713;-3,73971;2;Madrid Centro 1to6 people Metro Bus wifi.TWO ROOMS;Puerta del Angel;Latina;22;Habitación privada
1;223;1694537;Miguel Angel & Iaia;341939;30/04/2019;40,41047;-3,70207;3;Self-catering Apartment in Madrid;Embajadores;Centro;55;Alojamiento completo
1;272;1703448;Elena;342095;09/12/2018;40,40872;-3,69919;3;Lovely apartment CENTRAL MADRID !;Embajadores;Centro;78;Alojamiento completo
1;362;1738288;Jose Angel;342557;20/04/2019;40,44931;-3,67424;2;Berlin's Park at your window. Parking included.;Ciudad Jardín;Chamartín;75;Habitación privada
1;55;740087;Jesus&Sonia;342952;12/05/2019;40,4144;-3,70126;3;Special price 29€ per.Center.Wifi U;Cortes;Centro;59;Alojamiento completo
1;321;1095831;Rosalind  & Tino;345195;11/04/2019;40,42371;-3,70393;3;DUPLO Heart of Madrid/Malasaña;Universidad;Centro;81;Alojamiento completo
1;322;1095831;Rosalind  & Tino;345230;11/04/2019;40,4238;-3,70467;3;GOYA (Website hidden by Airbnb) of Madrid;Universidad;Centro;70;Habitación privada
1;322;1095831;Rosalind  & Tino;345233;15/12/2018;40,42359;-3,70396;3;MIRO (Website hidden by Airbnb) of Madrid;Universidad;Centro;70;Habitación privada
1;281;1751133;The Punset Family;345249;19/10/2018;40,47293;-3,68945;2;CASTELLANA CASTELLANA DELUXE FINANCIAL DISTRICT;Almenara;Tetuán;135;Alojamiento completo
1;0;1751133;The Punset Family;347510;08/10/2018;40,4302;-3,66484;2;Classy Central Family Alcalá Deluxe;Guindalera;Salamanca;135;Alojamiento completo
1;60;1791341;Rosario;353713;02/05/2019;40,41935;-3,71162;3;PRIVATE ROOM. HEART OF MADRID.;Palacio;Centro;44;Habitación privada
1;23;1791341;Rosario;353746;12/05/2019;40,42723;-3,70959;3;CENTRIC APT. MALSAÑA & CHUECA;Universidad;Centro;70;Alojamiento completo
1;0;1496188;Juanpe;354838;03/07/2018;40,42479;-3,70896;20;Entire apartment Plaza de España!;Universidad;Centro;70;Alojamiento completo
1;317;1803498;Skyline Apartments;356344;02/01/2019;40,42113;-3,70181;3;Gran Via Valverde IV;Universidad;Centro;215;Alojamiento completo
1;90;1729503;Ana;361053;25/04/2019;40,40976;-3,67544;2;Cozy, luminous  excellenty placed;Niño Jesús;Retiro;100;Alojamiento completo
1;0;1732442;Anouk;361488;;40,40908;-3,67313;5;RETIRO PARK2 CHALET INDUSTRIAL-CHIC;Niño Jesús;Retiro;3000;Alojamiento completo
1;317;1836617;Bibiana;363476;05/05/2019;40,4175;-3,70676;2;PUERTA DEL SOL-QUIET DOWNTOWN;Sol;Centro;49;Habitación privada
1;0;1868359;Anna;370815;19/03/2019;40,41177;-3,69985;2;Beautiful light attic! very central;Embajadores;Centro;70;Alojamiento completo
1;358;1803498;Skyline Apartments;372596;18/10/2016;40,41889;-3,70116;3;Gran Via Sol Montera II;Sol;Centro;150;Alojamiento completo
1;133;1714541;Ignacio;374465;22/04/2019;40,40573;-3,67396;2;ROOM  IN MADRID CENTRAL AREA;Pacífico;Retiro;26;Habitación privada
1;152;1888816;Margarita Y María;375472;09/04/2019;40,40266;-3,70374;6;Host family in the center of Madrid;Acacias;Arganzuela;24;Habitación privada
1;302;1803498;Skyline Apartments;376232;12/09/2018;40,41906;-3,70103;3;Gran Via Sol Montera I;Sol;Centro;80;Alojamiento completo
1;178;1892467;Laura;376379;22/04/2019;40,40995;-3,6971;3;Great Studio for Rent in Madrid;Embajadores;Centro;50;Alojamiento completo
1;43;1895571;Lola;377151;20/04/2019;40,42258;-3,66275;2;private house in elegant neiborhood;Fuente del Berro;Salamanca;30;Habitación privada
1;42;1902834;Enric;378899;15/07/2018;40,40442;-3,69256;5;Your home in Madrid!;Palos de Moguer;Arganzuela;70;Alojamiento completo
1;10;1719263;Leticia;381679;22/04/2019;40,41593;-3,71118;3;Opera Royal Palace large groups;Palacio;Centro;180;Alojamiento completo
1;109;1981346;Daniel;396532;31/03/2019;40,42182;-3,70389;2;Apart. 25mts from Gran Via,exterior;Universidad;Centro;105;Alojamiento completo
1;311;1408525;Mad4Rent;397778;13/04/2019;40,41456;-3,70437;3;PUERTA DEL SOL VI - MADRID CENTRE;Sol;Centro;77;Alojamiento completo
1;278;1408525;Mad4Rent;399140;22/04/2019;40,40642;-3,6951;3;ATOCHA II - MADRID CITY CENTRE;Palos de Moguer;Arganzuela;66;Alojamiento completo
1;45;1893660;Felipe;400139;28/02/2019;40,40782;-3,66904;29;Nice double room, near every where;Estrella;Retiro;21;Habitación privada
1;267;1408525;Mad4Rent;402588;24/04/2019;40,41596;-3,70302;3;PUERTA DEL SOL l - MADRID CENTRE;Sol;Centro;82;Alojamiento completo
1;345;1408525;Mad4Rent;404569;11/05/2019;40,42342;-3,70454;3;GRAN VIA  -  Vll -MADRID CENTRE;Universidad;Centro;88;Alojamiento completo
1;337;1803498;Skyline Apartments;405037;;40,46538;-3,69766;3;Plaza Castilla 4 Torres;Valdeacederas;Tetuán;95;Alojamiento completo
1;354;1803498;Skyline Apartments;405677;11/10/2015;40,42435;-3,70831;3;Gran Via Grilo;Universidad;Centro;95;Alojamiento completo
1;319;1408525;Mad4Rent;405786;18/02/2018;40,41043;-3,70944;5;PLAZA DE LA CEBADA  -  SPACIOUS;Palacio;Centro;85;Alojamiento completo
1;213;2024487;Fernando;406341;26/03/2019;40,42823;-3,67776;3;Quiet downtown Madrid, nearby all;Goya;Salamanca;24;Habitación privada
1;0;1973909;Jose Y Ana;406697;23/03/2019;40,41262;-3,69882;2;Lovely & Cozy Apartment Center;Cortes;Centro;56;Alojamiento completo
1;245;2044655;Sylvia;410699;29/04/2019;40,41736;-3,70012;3;80m2 spacious bright loft apartment;Sol;Centro;155;Alojamiento completo
1;302;2056009;Irma;413240;17/03/2019;40,45318;-3,67191;2;An oasis in the city of Madrid;Hispanoamérica;Chamartín;48;Habitación privada
1;282;1408525;Mad4Rent;414763;14/04/2019;40,41282;-3,70749;3;LATINA - lV - STUDIO MADRID CENTRE;Palacio;Centro;66;Alojamiento completo
1;256;2068619;Alfonso;415967;25/11/2018;40,40781;-3,70245;2;LAVAPIES CLASSY (CENTER TOWN);Embajadores;Centro;75;Alojamiento completo
1;277;9934732;Fernando Javier;420039;27/04/2019;40,42602;-3,70502;1;Bonito estudio en pleno centro;Universidad;Centro;38;Alojamiento completo
1;218;1719263;Leticia;423655;06/09/2014;40,42638;-3,69957;5;Tribunal Apartment;Justicia;Centro;100;Alojamiento completo
1;195;2111994;Carolina;424816;31/05/2017;40,45483;-3,69994;7;Habitación privada en apartamento..;Cuatro Caminos;Tetuán;40;Habitación privada
1;192;2124765;Sara;427488;21/07/2014;40,4313;-3,70177;1;100 M CASA PRECIOSA CENTRO MADRID;Trafalgar;Chamberí;200;Alojamiento completo
1;232;2134007;Lola;429306;27/04/2019;40,42961;-3,70851;3;2 Bedroom Apartment - Center Madrid - ST;Universidad;Centro;120;Alojamiento completo
1;162;2146727;Carlos;431806;02/02/2019;40,42934;-3,72229;30;CHARMING SUITE IN MADRID'S LEDGE;Casa de Campo;Moncloa - Aravaca;32;Habitación privada
1;244;2136244;Fermin;434195;09/05/2019;40,41502;-3,70973;3;Nice room near to Palacio Real;Palacio;Centro;36;Habitación privada
1;289;1408525;Mad4Rent;434874;29/06/2018;40,42066;-3,70494;3;GRAN VIA - Vl - MODERNIST & CENTRIC;Universidad;Centro;82;Alojamiento completo
1;330;2160658;Ana;435010;27/04/2019;40,41257;-3,70872;2;Cute penthouse room in Madrid!!!;Palacio;Centro;25;Habitación privada
1;313;805726;Patricia;437670;31/10/2018;40,41155;-3,72371;6;LA LATINA, MAGNÍFICAS HABITACIONES;Puerta del Angel;Latina;25;Habitación privada
1;309;2184051;Emilio;439699;06/05/2019;40,42353;-3,70308;1;Madrid center - right in Malasaña!;Universidad;Centro;70;Alojamiento completo
1;0;1280726;Mallory;440596;23/09/2012;40,42897;-3,69711;3;Quiet Central Apartment with WiFi;Trafalgar;Chamberí;30;Alojamiento completo
1;53;2201302;Cesar;442986;21/10/2018;40,42414;-3,69764;2;madrid center chueca house wiffi;Justicia;Centro;105;Alojamiento completo
1;85;2230279;Marina;449218;06/05/2019;40,42976;-3,70259;3;Central, fully equipped, best price;Trafalgar;Chamberí;46;Alojamiento completo
1;0;814490;Rafael;449494;13/05/2018;40,42595;-3,71;4;central, cheap, basic apartment;Universidad;Centro;55;Alojamiento completo
1;15;617086;Agata;456165;28/10/2017;40,3909;-3,71202;2;Nice room in Madrid;Comillas;Carabanchel;30;Habitación privada
1;312;1408525;Mad4Rent;459303;17/02/2019;40,42524;-3,70504;3;GRAN VIA - l - CENTRAL & BRIGHT;Universidad;Centro;81;Alojamiento completo
1;316;1408525;Mad4Rent;459362;08/04/2019;40,41661;-3,70282;3;PUERTA DEL SOL- ll - MADRID CENTRE;Sol;Centro;82;Alojamiento completo
1;223;2296476;Jose Manuel;462072;20/04/2019;40,40817;-3,7102;2;Spectacular Penthouse 95 m² Latina;Embajadores;Centro;112;Alojamiento completo
1;0;2302267;Carmen;463246;12/12/2018;40,41378;-3,71253;3;Lovely Apartment Madrid Center;Palacio;Centro;75;Alojamiento completo
1;133;2307294;Lua & Carlos;464307;24/04/2018;40,42204;-3,70481;3;LOVELY SUNNY, DOWNTOWN, 2 BR APT.;Universidad;Centro;85;Alojamiento completo
1;329;2322563;Julio And Sarah;468202;29/04/2019;40,42142;-3,70102;4;BEST STUDIO IN VERY CENTER MADRID FIBRE OPTIC WIFI;Justicia;Centro;59;Alojamiento completo
1;309;1408525;Mad4Rent;469231;29/04/2019;40,41917;-3,70624;3;ATICO PRECIADOS;Sol;Centro;75;Alojamiento completo
1;201;2332600;Rodrigo;470132;28/10/2018;40,40909;-3,70045;2;❤Quiet. Comfort. Superior apartment 1BR*Superhost*;Embajadores;Centro;83;Alojamiento completo
1;324;1408525;Mad4Rent;471198;31/03/2019;40,42408;-3,7038;3;GRAN VIA - Vlll - MADRID OLD TOWN;Universidad;Centro;81;Alojamiento completo
1;322;1408525;Mad4Rent;471238;22/10/2018;40,41588;-3,702;4;PUERTA DEL SOL - V - MADRID CENTRE;Sol;Centro;82;Alojamiento completo
